Ticker,Expected_Return,Volatility,Sharpe_Ratio
RELIANCE.NS,0.18087296461804947,0.27613728840331,0.6550110116018703
TCS.NS,0.12937349510268645,0.2462374646819952,0.525401344875633
HDFCBANK.NS,0.0932731597506811,0.24136806731987684,0.3864353755920387
INFY.NS,0.16415402942379728,0.27611388715000595,0.5945156584413894
